,high_season,min_diff,delay_15,period_day
375,0,1.0,0,night
376,0,3.0,0,night
377,0,10.0,0,night
378,0,12.0,0,night
379,0,12.0,0,night
380,0,14.0,0,night
381,0,11.0,0,night
382,0,1.0,0,night
383,0,-2.0,0,morning
384,0,0.0,0,morning
385,0,-2.0,0,morning
386,0,-5.0,0,morning
387,0,3.0,0,morning
388,0,3.0,0,morning
389,0,5.0,0,morning
390,0,-1.0,0,morning
391,0,-6.0,0,morning
392,0,8.0,0,morning
393,0,22.0,1,morning
394,0,-2.0,0,morning
395,0,-1.0,0,morning
396,0,0.0,0,morning
397,0,1.0,0,morning
398,0,24.0,1,morning
399,0,4.0,0,morning
400,0,3.0,0,morning
401,0,0.0,0,morning
402,0,7.0,0,morning
403,0,0.0,0,morning
404,0,-1.0,0,morning
405,0,5.0,0,morning
406,0,9.0,0,morning
407,0,2.0,0,morning
408,0,8.0,0,morning
409,0,-3.0,0,morning
410,0,7.0,0,morning
411,0,3.0,0,morning
412,0,14.0,0,morning
413,0,2.0,0,morning
414,0,10.0,0,morning
415,0,14.0,0,morning
416,0,-2.0,0,morning
417,0,-1.0,0,morning
418,0,0.0,0,morning
419,0,2.0,0,morning
420,0,10.0,0,morning
421,0,-1.0,0,morning
422,0,6.0,0,morning
423,0,-2.0,0,morning
424,0,16.0,1,morning
425,0,-3.0,0,morning
426,0,133.0,1,morning
427,0,0.0,0,morning
428,0,-2.0,0,morning
429,0,0.0,0,morning
430,0,-1.0,0,morning
431,0,1.0,0,morning
432,0,1.0,0,morning
433,0,1.0,0,morning
434,0,1.0,0,morning
435,0,5.0,0,morning
436,0,10.0,0,morning
437,0,2.0,0,morning
438,0,5.0,0,morning
439,0,2.0,0,morning
440,0,20.0,1,morning
441,0,6.0,0,morning
442,0,-2.0,0,morning
443,0,11.0,0,morning
444,0,15.0,0,morning
445,0,23.0,1,morning
446,0,-1.0,0,morning
447,0,1.0,0,morning
448,0,5.0,0,morning
449,0,7.0,0,morning
450,0,5.0,0,morning
451,0,-1.0,0,morning
452,0,11.0,0,morning
453,0,8.0,0,afternoon
454,0,1.0,0,afternoon
455,0,-4.0,0,afternoon
456,0,7.0,0,afternoon
457,0,16.0,1,afternoon
458,0,-1.0,0,afternoon
459,0,-1.0,0,afternoon
460,0,23.0,1,afternoon
461,0,10.0,0,afternoon
462,0,-4.0,0,afternoon
463,0,-5.0,0,afternoon
464,0,8.0,0,afternoon
465,0,2.0,0,afternoon
466,0,8.0,0,afternoon
467,0,-4.0,0,afternoon
468,0,13.0,0,afternoon
469,0,3.0,0,afternoon
470,0,29.0,1,afternoon
471,0,37.0,1,afternoon
472,0,1.0,0,afternoon
473,0,17.0,1,afternoon
474,0,4.0,0,afternoon
475,0,21.0,1,afternoon
476,0,7.0,0,afternoon
477,0,11.0,0,afternoon
478,0,15.0,0,afternoon
479,0,-2.0,0,afternoon
480,0,3.0,0,afternoon
481,0,29.0,1,afternoon
482,0,3.0,0,afternoon
483,0,-4.0,0,afternoon
484,0,-3.0,0,afternoon
485,0,1.0,0,afternoon
486,0,5.0,0,afternoon
487,0,84.0,1,afternoon
488,0,6.0,0,afternoon
489,0,25.0,1,afternoon
490,0,1.0,0,afternoon
491,0,-5.0,0,afternoon
492,0,3.0,0,afternoon
493,0,6.0,0,afternoon
494,0,-2.0,0,afternoon
495,0,0.0,0,afternoon
496,0,15.0,0,afternoon
497,0,9.0,0,afternoon
498,0,2.0,0,afternoon
499,0,19.0,1,afternoon
500,0,0.0,0,afternoon
501,0,5.0,0,afternoon
502,0,25.0,1,afternoon
503,0,-3.0,0,afternoon
504,0,7.0,0,afternoon
505,0,3.0,0,afternoon
506,0,2.0,0,afternoon
507,0,4.0,0,afternoon
508,0,-2.0,0,afternoon
509,0,4.0,0,afternoon
510,0,-1.0,0,afternoon
511,0,-4.0,0,afternoon
512,0,-9.0,0,afternoon
513,0,-1.0,0,afternoon
514,0,0.0,0,afternoon
515,0,15.0,0,afternoon
516,0,2.0,0,afternoon
517,0,0.0,0,afternoon
518,0,1.0,0,afternoon
519,0,9.0,0,afternoon
520,0,2.0,0,afternoon
521,0,-3.0,0,afternoon
522,0,-4.0,0,night
523,0,-2.0,0,night
524,0,28.0,1,night
525,0,8.0,0,night
526,0,-3.0,0,night
527,0,24.0,1,night
528,0,-1.0,0,night
529,0,11.0,0,night
530,0,97.0,1,night
531,0,2.0,0,night
532,0,-2.0,0,night
533,0,13.0,0,night
534,0,0.0,0,night
535,0,0.0,0,night
536,0,13.0,0,night
537,0,0.0,0,night
538,0,-1.0,0,night
539,0,0.0,0,night
540,0,5.0,0,night
541,0,1.0,0,night
542,0,9.0,0,night
543,0,-1.0,0,night
544,0,19.0,1,night
545,0,9.0,0,night
546,0,-2.0,0,night
547,0,18.0,1,night
548,0,2.0,0,night
549,0,4.0,0,night
550,0,16.0,1,night
551,0,22.0,1,night
552,0,10.0,0,night
553,0,7.0,0,night
554,0,8.0,0,night
555,0,-5.0,0,night
556,0,29.0,1,night
557,0,20.0,1,night
558,0,9.0,0,night
559,0,65.0,1,night
560,0,31.0,1,night
561,0,40.0,1,night
562,0,9.0,0,night
563,0,29.0,1,night
564,0,-12.0,0,night
565,0,19.0,1,night
566,0,70.0,1,night
567,0,122.0,1,night
568,0,-5.0,0,night
569,0,12.0,0,night
570,0,-1.0,0,night
571,0,4.0,0,night
572,0,4.0,0,night
573,0,47.0,1,night
574,0,-7.0,0,night
575,0,-2.0,0,night
576,0,1.0,0,night
577,0,-2.0,0,night
578,0,5.0,0,morning
579,0,-3.0,0,morning
580,0,17.0,1,morning
581,0,-2.0,0,morning
582,0,7.0,0,morning
583,0,-1.0,0,morning
584,0,28.0,1,morning
585,0,3.0,0,morning
586,0,17.0,1,morning
587,0,3.0,0,morning
588,0,12.0,0,morning
589,0,7.0,0,morning
590,0,-1.0,0,morning
591,0,1.0,0,morning
592,0,32.0,1,morning
593,0,-2.0,0,morning
594,0,14.0,0,morning
595,0,2.0,0,morning
596,0,24.0,1,morning
597,0,20.0,1,morning
598,0,0.0,0,morning
599,0,6.0,0,morning
600,0,-2.0,0,morning
601,0,7.0,0,morning
602,0,-4.0,0,morning
603,0,25.0,1,morning
604,0,7.0,0,morning
605,0,10.0,0,morning
606,0,5.0,0,morning
607,0,5.0,0,morning
608,0,-5.0,0,morning
609,0,-3.0,0,morning
610,0,8.0,0,morning
611,0,-1.0,0,morning
612,0,2.0,0,morning
613,0,11.0,0,morning
614,0,-1.0,0,morning
615,0,46.0,1,morning
616,0,5.0,0,morning
617,0,3.0,0,morning
618,0,12.0,0,morning
619,0,37.0,1,morning
620,0,7.0,0,morning
621,0,9.0,0,morning
622,0,34.0,1,morning
623,0,-2.0,0,morning
624,0,6.0,0,morning
625,0,11.0,0,morning
626,0,7.0,0,morning
627,0,5.0,0,morning
628,0,35.0,1,morning
629,0,30.0,1,morning
630,0,3.0,0,morning
631,0,3.0,0,morning
632,0,2.0,0,morning
633,0,-2.0,0,morning
634,0,36.0,1,morning
635,0,2.0,0,morning
636,0,-1.0,0,morning
637,0,8.0,0,morning
638,0,31.0,1,morning
639,0,-3.0,0,morning
640,0,-2.0,0,morning
641,0,0.0,0,morning
642,0,-2.0,0,morning
643,0,8.0,0,morning
644,0,5.0,0,afternoon
645,0,0.0,0,afternoon
646,0,2.0,0,afternoon
647,0,8.0,0,afternoon
648,0,8.0,0,afternoon
649,0,11.0,0,afternoon
650,0,21.0,1,afternoon
651,0,1.0,0,afternoon
652,0,13.0,0,afternoon
653,0,1.0,0,afternoon
654,0,9.0,0,afternoon
655,0,9.0,0,afternoon
656,0,0.0,0,afternoon
657,0,11.0,0,afternoon
658,0,9.0,0,afternoon
659,0,4.0,0,afternoon
660,0,88.0,1,afternoon
661,0,26.0,1,afternoon
662,0,-1.0,0,afternoon
663,0,15.0,0,afternoon
664,0,7.0,0,afternoon
665,0,6.0,0,afternoon
666,0,5.0,0,afternoon
667,0,0.0,0,afternoon
668,0,5.0,0,afternoon
669,0,15.0,0,afternoon
670,0,9.0,0,afternoon
671,0,7.0,0,afternoon
672,0,-3.0,0,afternoon
673,0,-1.0,0,afternoon
674,0,5.0,0,afternoon
675,0,13.0,0,afternoon
676,0,8.0,0,afternoon
677,0,7.0,0,afternoon
678,0,10.0,0,afternoon
679,0,6.0,0,afternoon
680,0,29.0,1,afternoon
681,0,16.0,1,afternoon
682,0,13.0,0,afternoon
683,0,-1.0,0,afternoon
684,0,31.0,1,afternoon
685,0,2.0,0,afternoon
686,0,2.0,0,afternoon
687,0,36.0,1,afternoon
688,0,0.0,0,afternoon
689,0,-3.0,0,afternoon
690,0,8.0,0,afternoon
691,0,9.0,0,afternoon
692,0,12.0,0,afternoon
693,0,19.0,1,afternoon
694,0,10.0,0,afternoon
695,0,45.0,1,afternoon
696,0,0.0,0,afternoon
697,0,4.0,0,afternoon
698,0,4.0,0,afternoon
699,0,3.0,0,afternoon
700,0,9.0,0,afternoon
701,0,-4.0,0,afternoon
702,0,5.0,0,afternoon
703,0,6.0,0,afternoon
704,0,37.0,1,afternoon
705,0,-1.0,0,afternoon
706,0,-1.0,0,afternoon
707,0,5.0,0,afternoon
708,0,15.0,0,afternoon
709,0,27.0,1,afternoon
710,0,-1.0,0,afternoon
711,0,-2.0,0,afternoon
712,0,10.0,0,afternoon
713,0,1.0,0,afternoon
714,0,16.0,1,afternoon
715,0,3.0,0,afternoon
716,0,14.0,0,afternoon
717,0,0.0,0,night
718,0,4.0,0,night
719,0,-2.0,0,night
720,0,-1.0,0,night
721,0,8.0,0,night
722,0,3.0,0,night
723,0,8.0,0,night
724,0,17.0,1,night
725,0,4.0,0,night
726,0,3.0,0,night
727,0,6.0,0,night
728,0,19.0,1,night
729,0,44.0,1,night
730,0,11.0,0,night
731,0,12.0,0,night
732,0,-1.0,0,night
733,0,15.0,0,night
734,0,4.0,0,night
735,0,5.0,0,night
736,0,17.0,1,night
737,0,-6.0,0,night
738,0,47.0,1,night
739,0,12.0,0,night
740,0,-3.0,0,night
741,0,0.0,0,night
742,0,8.0,0,night
743,0,-4.0,0,night
744,0,1.0,0,night
745,0,20.0,1,night
746,0,26.0,1,night
747,0,6.0,0,night
748,0,6.0,0,night
749,0,-3.0,0,night
750,0,81.0,1,night
751,0,45.0,1,night
752,0,3.0,0,night
753,0,10.0,0,night
754,0,21.0,1,night
755,0,21.0,1,night
756,0,17.0,1,night
757,0,7.0,0,night
758,0,76.0,1,night
759,0,0.0,0,night
760,0,43.0,1,night
761,0,-3.0,0,night
762,0,23.0,1,night
763,0,4.0,0,night
764,0,4.0,0,night
765,0,3.0,0,night
766,0,-9.0,0,night
767,0,10.0,0,night
768,0,5.0,0,night
769,0,6.0,0,night
770,0,19.0,1,night
771,0,-9.0,0,morning
772,0,18.0,1,morning
773,0,10.0,0,morning
774,0,6.0,0,morning
775,0,5.0,0,morning
776,0,-5.0,0,morning
777,0,5.0,0,morning
778,0,0.0,0,morning
779,0,-1.0,0,morning
780,0,-9.0,0,morning
781,0,6.0,0,morning
782,0,4.0,0,morning
783,0,0.0,0,morning
784,0,3.0,0,morning
785,0,0.0,0,morning
786,0,14.0,0,morning
787,0,1.0,0,morning
788,0,8.0,0,morning
789,0,151.0,1,morning
790,0,1.0,0,morning
791,0,1.0,0,morning
792,0,2.0,0,morning
793,0,1.0,0,morning
794,0,7.0,0,morning
795,0,6.0,0,morning
796,0,1.0,0,morning
797,0,-3.0,0,morning
798,0,2.0,0,morning
799,0,-3.0,0,morning
800,0,1.0,0,morning
801,0,2.0,0,morning
802,0,4.0,0,morning
803,0,4.0,0,morning
804,0,10.0,0,morning
805,0,-1.0,0,morning
806,0,0.0,0,morning
807,0,1.0,0,morning
808,0,13.0,0,morning
809,0,5.0,0,morning
810,0,34.0,1,morning
811,0,-3.0,0,morning
812,0,1.0,0,morning
813,0,-4.0,0,morning
814,0,-1.0,0,morning
815,0,-2.0,0,morning
816,0,-11.0,0,morning
817,0,2.0,0,morning
818,0,-2.0,0,morning
819,0,-1.0,0,morning
820,0,2.0,0,morning
821,0,7.0,0,morning
822,0,-1.0,0,morning
823,0,7.0,0,morning
824,0,2.0,0,morning
825,0,18.0,1,morning
826,0,1.0,0,morning
827,0,24.0,1,morning
828,0,0.0,0,morning
829,0,32.0,1,morning
830,0,13.0,0,morning
831,0,4.0,0,morning
832,0,15.0,0,morning
833,0,40.0,1,morning
834,0,2.0,0,afternoon
835,0,-1.0,0,afternoon
836,0,-3.0,0,afternoon
837,0,0.0,0,afternoon
838,0,3.0,0,afternoon
839,0,15.0,0,afternoon
840,0,16.0,1,afternoon
841,0,3.0,0,afternoon
842,0,3.0,0,afternoon
843,0,-2.0,0,afternoon
844,0,6.0,0,afternoon
845,0,3.0,0,afternoon
846,0,-1.0,0,afternoon
847,0,2.0,0,afternoon
848,0,12.0,0,afternoon
849,0,15.0,0,afternoon
850,0,14.0,0,afternoon
851,0,-5.0,0,afternoon
852,0,1.0,0,afternoon
853,0,5.0,0,afternoon
854,0,0.0,0,afternoon
855,0,10.0,0,afternoon
856,0,-4.0,0,afternoon
857,0,51.0,1,afternoon
858,0,-10.0,0,afternoon
859,0,12.0,0,afternoon
860,0,-1.0,0,afternoon
861,0,22.0,1,afternoon
862,0,-1.0,0,afternoon
863,0,0.0,0,afternoon
864,0,4.0,0,afternoon
865,0,6.0,0,afternoon
866,0,4.0,0,afternoon
867,0,43.0,1,afternoon
868,0,2.0,0,afternoon
869,0,35.0,1,afternoon
870,0,11.0,0,afternoon
871,0,7.0,0,afternoon
872,0,18.0,1,afternoon
873,0,13.0,0,afternoon
874,0,-3.0,0,afternoon
875,0,10.0,0,afternoon
876,0,-1.0,0,afternoon
877,0,88.0,1,afternoon
878,0,6.0,0,afternoon
879,0,15.0,0,afternoon
880,0,6.0,0,afternoon
881,0,-3.0,0,afternoon
882,0,8.0,0,afternoon
883,0,-10.0,0,afternoon
884,0,18.0,1,afternoon
885,0,8.0,0,afternoon
886,0,-3.0,0,afternoon
887,0,-1.0,0,afternoon
888,0,19.0,1,afternoon
889,0,-2.0,0,afternoon
890,0,65.0,1,afternoon
891,0,7.0,0,afternoon
892,0,21.0,1,afternoon
893,0,-1.0,0,afternoon
894,0,0.0,0,afternoon
895,0,2.0,0,afternoon
896,0,1.0,0,afternoon
897,0,-4.0,0,afternoon
898,0,15.0,0,afternoon
899,0,9.0,0,afternoon
900,0,7.0,0,afternoon
901,0,3.0,0,afternoon
902,0,4.0,0,afternoon
903,0,-3.0,0,afternoon
904,0,46.0,1,afternoon
905,0,-2.0,0,afternoon
906,0,-3.0,0,afternoon
907,0,-2.0,0,afternoon
908,0,15.0,0,night
909,0,0.0,0,night
910,0,0.0,0,night
911,0,-1.0,0,night
912,0,-1.0,0,night
913,0,0.0,0,night
914,0,4.0,0,night
915,0,14.0,0,night
916,0,15.0,0,night
917,0,-1.0,0,night
918,0,-5.0,0,night
919,0,10.0,0,night
920,0,-1.0,0,night
921,0,-2.0,0,night
922,0,2.0,0,night
923,0,0.0,0,night
924,0,-2.0,0,night
925,0,12.0,0,night
926,0,0.0,0,night
927,0,3.0,0,night
928,0,0.0,0,night
929,0,-8.0,0,night
930,0,5.0,0,night
931,0,12.0,0,night
932,0,7.0,0,night
933,0,0.0,0,night
934,0,4.0,0,night
935,0,-1.0,0,night
936,0,62.0,1,night
937,0,-5.0,0,night
938,0,3.0,0,night
939,0,5.0,0,night
940,0,12.0,0,night
941,0,11.0,0,night
942,0,4.0,0,night
943,0,-2.0,0,night
944,0,10.0,0,night
945,0,18.0,1,night
946,0,10.0,0,night
947,0,1.0,0,night
948,0,-2.0,0,night
949,0,14.0,0,night
950,0,35.0,1,night
951,0,4.0,0,night
952,0,55.0,1,night
953,0,-1.0,0,night
954,0,63.0,1,night
955,0,8.0,0,night
956,0,-3.0,0,night
957,0,-2.0,0,night
958,0,2.0,0,night
959,0,4.0,0,night
960,0,2.0,0,night
961,0,-1.0,0,night
962,0,17.0,1,night
963,0,-3.0,0,night
964,0,-4.0,0,night
965,0,-3.0,0,night
966,0,0.0,0,night
967,0,0.0,0,night
968,0,-2.0,0,morning
969,0,-1.0,0,morning
970,0,-4.0,0,morning
971,0,2.0,0,morning
972,0,5.0,0,morning
973,0,-9.0,0,morning
974,0,8.0,0,morning
975,0,-2.0,0,morning
976,0,-2.0,0,morning
977,0,5.0,0,morning
978,0,0.0,0,morning
979,0,-3.0,0,morning
980,0,-5.0,0,morning
981,0,-5.0,0,morning
982,0,-2.0,0,morning
983,0,5.0,0,morning
984,0,1.0,0,morning
985,0,18.0,1,morning
986,0,10.0,0,morning
987,0,5.0,0,morning
988,0,0.0,0,morning
989,0,8.0,0,morning
990,0,-5.0,0,morning
991,0,1.0,0,morning
992,0,1.0,0,morning
993,0,7.0,0,morning
994,0,17.0,1,morning
995,0,25.0,1,morning
996,0,6.0,0,morning
997,0,-2.0,0,morning
998,0,-4.0,0,morning
999,0,0.0,0,morning
1000,0,3.0,0,morning
1001,0,75.0,1,morning
1002,0,2.0,0,morning
1003,0,1.0,0,morning
1004,0,44.0,1,morning
1005,0,6.0,0,morning
1006,0,1.0,0,morning
1007,0,4.0,0,morning
1008,0,13.0,0,morning
1009,0,7.0,0,morning
1010,0,24.0,1,morning
1011,0,1.0,0,morning
1012,0,3.0,0,morning
1013,0,1.0,0,morning
1014,0,6.0,0,morning
1015,0,19.0,1,morning
1016,0,10.0,0,morning
